content,Quality,Service,Shipping,Packing
4684,"Shop gói hàng dở lắm ạ, mở ra thì sách bị rách như thế này. Hơi thất vọng và giao hàng cũng lâu nữa",,,,0
4692,Sách thì ổn nhưng std thì k ổn chút nào.Cách gói hàng vẫn tệ như ngày nào đây là đơn thứ 2 của mình về cuốn này mà vẫn k khác gì std vẫn sước vs bể,,,,0
4698,"Tiki lúc trước đóng gói kỹ quá mức cần thiết, còn bây giờ thì quá sơ sài. Vận chuyển sách tới tay 3 cuốn bị móp méo cả 3. Mình nghĩ nếu Tiki tính thêm tiền vận chuyển thì nên đóng gói vận chuyển có tâm chút xíu, chứ dịch vụ đi xuống nhưng giá đi lên thì ...",,,,0
4701,Đề nghị tiki xem lại cách đóng gói sản phẩm chứ mình nhận được hàng bao bì bên ngoài bị rách loài cả sách ra,,,,0
4733,"Mình thường xuyên mua sách của Tiki nhưng lần này cực kì thất vọng !!!! 
Sách k có seal, bọc trong hộp méo mó k có bất cứ miếng xốp hay giấy báo gì bảo quản, chỉ nguyên hộp bìa và sách trơ trọi!
Shipper giao cho mình hôm trời mưa nên hộp ướt và sách bị ẩm, bìa thì bị xước như này.
Có lẽ mình sẽ k sử dụng dịch vụ của Tiki một lần nào nữa",,,,0
4773,"Cả cuốn sách to như vậy, dày 1500 trang, bìa cứng mà không bọc lót chèn hộp. Móp bìa, rách áo, bụi bặm.._x000D_
Nhà bán Tiki Trading sẽ mất khách!",,,,0
4800,"Hài lòng về cuốn sách tuyệt vời nhưng không hài lòng về cách bọc và chuyển hàng của Tiki. Sách nhăn hết 2 gáy sách, bọc sơ sài cho có. Sau bao lần mua thì lần này bọc sách đáng thất vọng.",,,,0
4807,"Vận chuyển sách hay vận chuyển một đống rác cho khách hàng vậy, Tiki? 
Mình rất hay đặt mua sách trên Tiki vì tin tưởng vào chất lượng đóng gói và giao hàng bên đây. Bản thân mình cũng không quan trọng nhiều đến bìa cuốn sách ra sao, nhưng mình xót sách vì nó không được bảo vệ cẩn thận cho đến khi mình được cầm vào nó. 
Lần đầu tiên mình đánh giá 1 sao vì dịch vụ đóng gói - vận chuyển bên Tiki và cũng mong đây sẽ là lần cuối cùng.",,,,0
4879,"Lúc nhận vỏ hộp bị méo, bên trong lại ko có chống sốc hay gì. Ram để trong hộp nhỏ bên trong, nhưng ko dk cố định, lắc đi lắc lại. Cầm về mà thấy ko yên tâm
May lúc lắp vẫn nhận dk ram -_-",,,,0
4911,Đóng gói tệ cực kì làm trầy góc sách,,,,0
4919,"Boxset ko hề được bao bọc gì, góc bị móp méo, df. Mất cả giá trị boxset.",,,,0
4925,"Toi cho 2 sao thôi vì rất nhiều nhược điểm. Thứ nhất: đóng gói rất sơ sài, dùng keo dán lại nhìn rất chướng. Thứ hai là không có hướng dẫn sử dụng, mọi món hàng tôi mua trước đây hầu hết đều có giấy hướng dẫn sử dụng nhưng bây giờ lại không có là sao, tôi phải mày mò trên mạng thì mới tìm được cách sử dụng. Quá thất vọng!",,,,0
4937,"hàng là ổ cứng hdd, mà không lót bất cứ 1 cái lớp chống shock nào? hộp khi nhận rách cả ra. Lần 1 nhận hàng cũng tương tự, hộp rách, hdd kiểu lưu kho lâu ngày cáu bẩn. đã liên hệ support yêu cầu để đổi trả và bọc hàng cẩn thận cho lần sau rồi. 
Lần 2 nhận hàng vẫn như vậy!?!?
Tiki không biết lắng nghe góp ý của khách hàng thì phải?!?!",,,,0
4940,"Mình mua sách trên tiki rất nhiều và khá hài lòng . Nhưng lần này thì THẤT VỌNG  thật sự 😞 
THẤT VỌNG vì cách đóng gói và vận chuyển sản phẩm :
- Đóng gói thì SƠ SÀI 
- Bìa cát tông đựng sản phẩm thì cũ , nát 
- Băng dính hộp đựng thì bị bung hết ra ngoài 
- Bên trong còn để mấy miếng bìa cát tông cũ ( cũng k hiểu tác dụng để làm gì ) 
- Mình mua 7 quyển mà bên trong cũng không được bọc , hay có lớp xốp gì cả , bìa hộp đựng thì mỏng nên khi vận chuyển sách có bị móp và bị xước  
 Mình là người rất giữ sách nên nhìn vậy thì rất chán , cảm giác như mua sách lướt vậy , chứ k được mới 100%  

Nói chung lần mua sách này mình cảm thất rất THẤT VỌNG về cách làm việc của tiki . Mong tiki hoàn thiện chỉnh chu hơn trong khâu đóng gói !",,,,0
4956,"Sản phẩm thì chưa bàn đến vì chưa có thời gian đánh giá. Hộp hàng điện thử thì móp méo hở lỗ to còn tưởng bị bóc cơ, nhưng ở đây không gửi được video, giao hàng chậm, chỗ mình không phải ở núi trước giờ mua hàng 100% giao 2,5 chậm là 3 ngày mà trong khi đó mình thanh toán xog là shop đã nhận đơn hàng. Hàng mình mua là toàn thanh toán luôn và mình còn cẩn thận ib shop mong đóng gói cẩn thận , nhưng hơi thất vọng, và không có cập nhật tình trạng hàng đi đến đâu nơi nào. Mong cải thiện!!",,,,0
4960,Tiki vui lòng cho thêm bọc ngoài sách để sách bị bẩn,,,,0
4985,Đóng gói sách chưa cẩn thận,,,,0
5001,"Sách bị nhăn góc, rách seal, bìa bị gãy gây mất thẩm mỹ",,,,0
5003,"Sách bị móp méo, xước ở gáy sách, bọc sách không có nilon. Khá thất vọng vì đây là lần thứ 2 nhận sách bị móp gáy như thế này.",,,,0
5004,"Sản phẩm nhận dc tệ, sách bị móp hết",,,,0
5006,"đóng gói rất sơ sài luôn ấy ạ không có 1 lớp chống sốc luôn, sách của mình bị cong rất nhiều luôn ấy bìa còn bị xước nữa 😥",,,,0
5007,"hình dáng kết cấu hài lòng đúng mô tả nhưng bị nứt mặt bàn phía dưới 1 đường dài(dán keo vẫn xai được nhưng mất thẩm mĩ,gửi trả lại tốn thời gian 2 bên,mong kiểm tra kĩ sp trước khi giao hàng)",,,,0
5016,"Mua màu vân gỗ, giao màu trắng! Bó tay! Hàng thì như hình, chất lượng ok. Mà giao khác màu đã mua thì rất bất tiện, k vừa ý khách!",1,,,0
5030,"lần đầu tiên mình đặt trên tikki nhưng thề là mình rất thất vọng với cách gói hàng của tikki luôn đấy, không 1 lớp bọc chống sốc luôn? Hộp về tay mình còn bị rách 1 đoạn to đùng nữa, tikki làm ơn cân nhắc khâu gói hàng dùm mình",,,,0
5031,"Thật sự rất thất vọng vì Tiki thậm chí không thèm đặt lấy một lớp chống sốc cho thùng đựng sách, khiến cả ba cuốn sách mình mua đều bị cong mép sách. Tội nghiệp nhất là cuốn này, sách bị đè đến mức vênh hẳn cả một góc sách. Lúc chị shipper giao hàng đến, nhìn cái thùng bị méo mó khiến mình phát sợ.",,,,0
5045,Đóng gói sản phẩm quá tệ. Chắc tiki k tiếp nhận những phản về đóng sản phẩm.,,,,0
5054,"Mới nhận chiều ngày 1/2/23, 2 hộp canon, 1 hộp HP. sáng 2/2 mở ra lắp thì 2 hộp Canon ok, hộp HP thấy thiếu gạt nhựa, không in được",,,,0
5064,"giao hàng nhanh, chỉ có đóng gói quá tệ, ổ cứng đồ điện tử mà đóng gói như vậy",,,1,0
5067,"1. sản phẩm: khá ổn trong tầm giá, máy mới xài không có gì phải chê. hàng ở tiki trading mình chưa bao giờ đắn đo.
2. shiper: rất nhiệt tình, vì mình làm cty về trễ không giao được nên nhờ a lấy hàng về nhà xong ra ca mình lấy. khá ok
3. đơn vị giao hàng: kém. thật sự khi nhận được gói hàng mình rất bất ngờ, nó bị móp từ bên ngoài, móp luôn hộp đựng điện thoại. chắc là có sự xếp chồng với lực lớn. dẫu biết là hàng đi phân loại nhiều xếp chồng lên nhau nhưng là hàng có giá trị mà để bị như vậy là mình thật sự khá thất vọng. may khi mở ra điện thoại không bị gì.",1,,1,0
5069,"Sách của anh Sơn thì khá hay rồi, mình không có phàn nàn gì. Tuy nhiên, mình không hài lòng về chất lượng vận chuyển của Tiki hoặc Rio (mình không biết bên nào phụ trách chính). Nhưng hộp sách mình nhận về tay bị móp xọp, mở ra cuốn 90-30-20 cũng quăng góc rõ rệt, nhìn rất đau lòng :(( Mình hi vọng bên Rio sẽ cải thiện bằng cách quấn bao chống sốc cho các em sách, và bên Tiki vận chuyển nhẹ nhàng hơn một chút. Để các em sách hay bất cứ sản phẩm nào về tay người nhận cũng còn giữ nguyên được dáng vẻ xinh đẹp của nó, như vậy thì trải nghiệm dịch vụ sẽ tốt hơn rất nhiều lần.",1,,,0
5076,"Sách oke nhưng bên vận chuyển làm cái hộp bên ngoài tơi tả, sách còn mới nhưng bị cấn góc, nhìn thấy rất bực mình.",1,,,0
5079,"Mực mình mua là TN-2385
Giao mực TN-2325 (hai loại mực khác nhau và tất nhiên là chất lượng không giống nhau).",,,,0
5091,Giao hàng thiếu 02 bộ kim...mong dược gửi bổ xung,,,,0
5100,"Mua CAT6 15m (1.000 mbps), Giao CAT6E luôn, mà kết nối chỉ bằng CAT5 (100 mbps). Shop có nhầm gì không. Cho mình đổi lại hen.",,,,0
5124,"Giao hàng không đúng, mua mực 6030 nhưng giao cho hộp mực không tương thích",,,,0
5131,"Không hài lòng, không đúng như quảng cáo. Đặt mua chất lượng inox mà giao hàng chất lượng không phải inox. Đang yêu cầu đổi sản phẩm.",,,,0
5132,đặt 2 cái inox thì giao 1 cái còn 1 cái bằng nhựa mỏng,,,,0
5135,"(*) Đánh giá không tính điểm
Đóng gói gì để cái đồng hồ chỏng trơ trong cái hộp ,thì bể là đúng rồi,sp ok,chỉ vì khâu đóng gói nhớ nhắc nhở",1,,,0
5167,"Đánh giá nội dung sách: Sách vừa tạo động lực, vừa đưa ra cách giải quyết vấn đề và nhiều dẫn chứng tâm lý. Nên đọc khi bạn cần reset lại bản thân. 

Đánh giá dịch vụ tiki: tiki đợt này làm ẩu, mình đặt book care mà KHÔNG cuốn nào được book care hết!!!",1,,,0
5173,"Chán sách không bọc bẩn, đóng gói sơ sài, thùng sách bị rách bạn shiper dễ thương",,,1,0
5174,"Ổ cứng là hàng dễ hỏng hóc mà khi nhận được hàng thì trong hộp chẳng có đệm mút hay thứ gì chống va đập cả. Lúc mình cắm ổ cứng vào máy thì không nhận, đơ cả máy. Thử hết các máy đều bị như vậy nên lại phải mang đi bảo hành và dù được đổi mới nhưng rất mất thời gian. Đề nghị tiki bữa sau đóng gói cẩn thận như này đối với hàng thuộc loại này nhé. Ảnh là hàng sau khi bảo hành đc đổi mới, bảo vệ rất tốt còn của tiki thì mỗi cái hộp bên trong là ổ cứng không à. thất vọng quá",,,,0
5180,"Tiki làm ăn rất k ổn, tên sản phẩm viết sai khi gioa cho khách và làm khách rất bực bội, nếu tiki k thay đổi tôi thề sữ k bao giờ mua hàng qua tiki nữa.",,,,0
5194,Thất vọng quá! Vừa nhận được sách bóc hộp ra nhìn thấy sách bị như thế này 😡,,,,0
5202,"mình đã hỏi rõ hình ảnh là phía trước có 5 đèn tín hiệu như hình nhưng shop vẫn giao loại có 1 đèn tín hiệu,nếu rả lại thì shop sẽ mất cước vận chuyển mà nhận thì hơi bực mình mong tiki nên kiểm tra các thông tin shop đăng xem có đúng như quảng",,,,0
5211,"Giao sản phẩm không đúng mô tả. Thiếu phần hạt lọc._x000D_
Cùng một SKU hàng mình đặt lần 1 giao đúng, lần 2 và 3 tráo hàng.",,,,0
5212,Toi mua Canon 3050 mà gui HP sao xai được.  Đề nghi đổi trả,,,,0
5242,"Đặt và tính tiền màu xanh lá - đắt nhất trong các màu mà lại giao màu xanh khác(cũng không phải xanh dương), quá thất vọng về cách làm việc. Đã từng bỏ Lazada để tin tưởng Tiki, chẳng lẻ phải .... haiz!",,,,0
5253,"Shop Bọc sách ko cẩn thận làm sun góc quyển sách của mình,  chỉ cho vào cái hộp xong đóng gói. Ít ra cũng có cái bọc chống móp méo hàng hó chứ. Lần đầu mình mua thực sự thất vọng đấy. Quyển sách này đáng lẽ mình sẽ rất trân trọng :(",,,,0
5256,giao hàng không đúng theo hình.làm ăn chán lắm.,,,,0
5272,Okok rất bổ ích nhưng cần lưu ý cách đóng gói hàng: móp mất một bên sách,,,,0
5288,"Tôi đặt mua 100 bóng, nhưng chỉ gửi cho tôi có 50 bóng. Sao lại như vậy được?",,,,0
5290,"rất thất vọng khi sách giao đến, sách chỉ được đựng trong cái hộp không có miếng trống sốc nào cả nên sách mình đã bị cong như vầy, thật sự rất buồn mặc dù mình biết tiki ít dùng mấy miếng chống sốc",,,,0
5294,"Tiki chán đời lắm, đơn hàng ko giao đúng đc mà cũng nhận đơn ( e Ko nói đơn này, sàng thương mại j mần ăn kỳ )",,,,0
5295,"Sách hỗ trợ bookcare nhưng không bọc, đơn vị vận chuyển còn không cẩn thận khiến sách bị vầy, rất bực mình, xứng đáng 1*",,,,0
5305,Chán…. Đặt 3 mà ko biết sao ra 1,,,,0
5316,Thích mua Tiki vì chất lượng mà hàng cũng vẫn bị nọ bị kia như thế này cũng hơi ngần ngại,1,,,0
5322,Giao thiếu sách. 4 cuốn mà giao có 1 cuốn,,,,0
5333,:))pháp sư tiki ko độ lắm hàng về bị gấp khúc ở góc nhiều,,,,0
5334,"Không biết việc xé bao bì có nằm trong công việc kiểm tra chất lượng hàng hóa không nhưng mình phải nói là mình cực kì không hài lòng về dịch vụ lần này của Tiki, vì:
1/ Bao bì bị xé một cách mất thẩm mỹ;
2/ Góc giấy bị cong ở khá nhiều tờ và một số khác còn hằn cả vài đường gì đó.",,,,0
