Unnamed: 0,content,Quality,Service,Shipping,Packing
887,"Đóng gói cẩu thả, sản phẩm là ổ cứng di động rất dễ hỏng hóc mà không có bất kì miếng lót chống sốc hay ghi chú hàng dễ vỡ, chỉ có 1 hộp carton mỏng bên ngoài. Mình thấy nhiều bạn phản ánh ở trên lâu rồi nhưng có vẻ như Tiki không tiếp nhận ý kiến đóng góp.",,0,,0
888,"Sách in màu và giấy kém chất lượng so với giá thành cao,hình ảnh đồ thị ko rõ nét làm cản trở cho những người cần đọc đồ thị kỹ thuật như mình.đây là hình ảnh in của 2 cuốn sách khác nhau có đồ thị.nói chung không hài lòng với chất lượng với giá thành như vậy.ngoài ra còn in quảng cáo các sách khác bên trong nội dung rất vô duyên.",0,,,
889,"giấy siêu mỏng, không hài lòng",0,,,
890,wifi bắt lỗi mặc dù đã cài driver các thứ nó cứ bắt máy tính khởi động đi khởi động lại thà cắm mạng lan xài SƯỚNG HƠN,0,,,
891,"Dù sản phẩm bị phản ánh rất nhiều về chất lượng đóng gói hàng hoá nhưng tiki vẫn không sửa, rất thất vọng về lần mua hàng này. ổ cứng không bọc xốp chống sốc hay gì cả cứ thể thả vào trong hộp bên ngoài nhãn cũng không ghi là ổ cứng thì bên vận chuyển sao biết đó là ổ cứng mà để nhẹ nhàng được? về phần thông tin của ổ thì cũng nhìn cũng có vẻ không được tốt lắm, không biết có phải là do vận chuyển bị vứt quăng quật không? Thêm nữa lúc đầu đặt ở kho HN về sau tự chuyển về kho HCM cũng không thấy thông báo lại cho KH, trong khi đó HCM đang dãn cách. Nói chung lần mua này trải nghiệm khá tệ",0,0,,
892,"Hộp mực đúng loại, tuy nhiên khi lâp vào chỉ in được một nửa trang ( mặc dù đã lắc đều nhưng tình trạng kgoong cải thiện ). Mong Tiki hỗ trợ đổi sản phẩm khác",0,1,,
893,"rất khó cài đặt kết nối ko dây . rồi lúc in thì có khi báo lỗi ko in, có khi in dc. giờ k bit làm sao cài cho xong để dùng.
sáng giờ la ko in dc gì rồi đó .",0,,,
894,"Tiki gói hàng quá chán luôn ạ huhu. Lúc ship đến cái hộp ướt lại còn rách nguyên 1 cạnh, không có bubble wrap, may sách chỉ móp 1 tí thôi nhưng vẫn quá thất vọng ạ",,,,0
895,Đã nhận bàn phím đã sử dụng bt,1,,,
896,Sản phẩm chưa được ưng ý !,0,,,
897,Phích cắm chân 1 to 1 nhỏ phải dùng ổ nối mới xài được,0,,,
898,Nhả kem mỗi lần rất ít và rất chậm,0,,,
899,"Giao hàng bị lỗi quá trời, hàng xấu.mua lần2 mà giao hàng lỗi la sao???",0,,,
900,Giao hàng chậm hơn so với dự kiến. báo sai hoãn mà bản thân ko biết thông tin. Đóng gói,,,0,0
901,"Khi mình mở ra thì thấy phần hộp bị bục, mình có nt hỏi shop nhưng không nhận được phản hồi? Thái độ làm việc như vậy không chuyên nghiệp. Dù thế nào cũng nên trả lời khách thay vì im lặng gây khó chịu cho khách hàng.",0,0,,
902,"Ổ kén quá, lại phải bỏ ko dùng!",0,,,
903,"sách khá cũ, bị móp góc😕 sách còn bị cong như đã qua sử dụng
edit: và mở quyển sách ra thất vọng hoàn toàn=)) mấy trang đầu bị bung hết, giở ra k cẩn thận chắc rách luôn🙂",0,,,
904,"mua sạc laptop shop gởi thứ này. Điện không bắt máy, nt ko trả lời. còn hỏi stk ngân hàng của khách. Mọi người cẩn thận khi mua",0,0,,
905,"Quá tệ. Dùng được 3 lần thì nổ, không dùng được. Tránh xa cái shop này.",0,,,
906,"Máy mới mang về nhưng call vìeo zalo ko đc ,cứ bảo pin nóng rồi tự tắt luôn ,máy nghe ko rõ ,nhiễu âm thanh chất lượng thấp",0,,,
907,Tiki giao hàng đối với mình thế là nhanh nhưng chất lượng mực in không bằng hộp mực gốc. Brother nổi tiếng là in ra bản in sắc nét nhưng không hiểu vì sao mà dùng hộp mực này bản in ra không được nét mà hơi mờ dù hộp mực đầy nguyên.,0,,1,
908,"Hình thức sách rất đẹp, giấy xịn, trình bày đẹp. Nhưng nội dung sách dịch không chuẩn nhé. Các từ chuyên ngành dịch rất ngang, mình nghĩ người nào làm trong lĩnh vực công nghệ số đọc quyển này sẽ ức chế lắm luôn. Mình ko giỏi tiếng anh, nhưng cũng ráng đọc ebook bằng tiếng anh. Nội dung bản gốc tiếng anh cực hay luôn nha",1,,,
909,Giao sai sản phẩm là sao. Mua cái Wifi lại giao loa Bluetooth. Đề nghị thu hồi số đổi đúng sản phẩm đã đặt,0,,,
910,"Trên ảnh đăng có khuyến mãi khay giấy. Lúc nhận hàng ko có, hỏi thì nói là hết KM. Trong bộ sản phẩm ko có hướng dẫn nên phải hỏi mới đc hướng dẫn. Mà ng hướng dẫn cũng kém kinh nghiệm. In 1 tờ ra 2 tờ làm tốn hơn 120 tờ giấy. Chỉnh tới lui ko xong. Tui bực quá tự mò cách thì cuối cùng đã xong.",0,,,
911,Giao hàng lỗi 2 bên dày mỏng ko đều,0,,,
912,"Sách cũng bình thường, giao hàng lâu",1,,0,
913,san pham giao hang nhanh.,,,1,
914,"Tiki đóng gói cực kỳ cẩu thả & không có tâm. Quyển sách rất dày & nặng được quăng chông chênh trong chiếc hộp to mà ko hề có chèn lót như những năm đầu. Sách qua 1 tháng lưu lạc khắp nơi do dịch đã móp méo các góc (Đã bị rất nhiều quyển, phản hồi trả nhiều lần nhưng mua Tiki trading thì phải chấp nhận thái độ cẩu thả này). 

Nội dung sách kinh điển, được đánh giá rất cao do cách diễn giải độc đáo & minh họa bằng hình ảnh ấn tượng.

Hình thức: sách bìa cứng, giấy bóng in màu rất đẹp. Nhã Nam biên tập hết sức chỉn chu, dịch giả Phan Linh Lan cũng rất nhuần nhuyễn qua bản dịch các tác phẩm lịch sử kinh tế.",1,0,,
915,"Mình mua 2 hộp nến, 1 hộp nhận thì tạm ổn, hộp còn lại nến quá cũ, bên trong các cành hoa trang trí, nhánh vỏ cam đã bị mối mọt ăn rỗng, mở hộp nến ra mọt rơi đầy ra ngoài. 
Yêu cầu Shop đổi lại cây nến này.",0,1,,
916,thời gian nhận được  sách là cực lâu. gần 20 ngày. làm mất luôn hứng đọc. tiki làm việc càng ngày càng chán,,0,0,
917,"Sách bị tróc góc ni lông ở phía sau, không vấn đề gì nhưng không thích lắm, nên cho 3 sao.",0,,,
918,mực mau hết quá.1 cục xài không được lâu,0,,,
919,"Ko thấy tem dán bảo hành . Thấy có mỗi tờ phiếu bảo hành trắng trơn chưa ghi gì . Mong tiki sớm phản hồi , 3 hôm rồi chưa thấy phản hồi",,0,,
920,giao hàng chậm trễ không muốn nhận chút nào,,,0,
921,Shop phản hồi chậm.yêu cầu xuất hoá đơn cả tháng không xuất,,0,,
922,"sách đóng gọi cận thận, nhưng sách bị xước rất nhiều, các cảnh và đuôi sách bị cong chầy, móp, ko biết có phải sách cũ không nữa,",0,,,1
923,"Hàng chất lượng quá kém. Độ bám dính không hơn cơm nguội. Có một chút lừa đảo khi quảng cáo siêu dính. Hình dưới đây là vừa dán, treo túi cafe 1kg, bị bóc keo rơi xuống đất. Hết ý!",0,,,
924,"Rách bìa rồi ạ, vì mình viết review sách trên IG nên nếu tình trạng thế này sẽ ko ổn ạ không biết có thể đổi hay ko ạ?",0,1,,
925,"Dán ko dính mặc dù lau chùi rất kĩ bề mặt đc dán, mỏng",0,,,
926,"ly đẹp dày chắc chắn, nhưng ko bik ron bị sao ko  đậy nắp dc, nắp ko ăn, rất lỏng lẻo.",0,,,
927,chiều ngang thì vừa còn chiều dài hơi bị ngắn,0,,,
928,Màu không được sắc nét. Khá dễ gãy,0,,,
929,"Mình không hài lòng, đèn bị thiếu chi tiết và bị móp ở phần chụp đèn; mình sẽ chuyển trả lại cho shop",0,1,,
930,remote đi kèm kém chất lượng,0,,,
931,"Cay cú nên nói rõ cho hết bực vì đơn hàng này._x000D_
Đăt hàng của Shop này rất uy tín và trách nhiệm, Shop nhiệt tình liên lạc và gửi hàng nhanh nhưng bị ô vận chuyển của Tiki phá hoại và lươn lẹo, xong rồi đến NV hỗ trợ chát cũng chỉ nói như Bot, ko lắng nghe đề nghị của khách. kể chi tiết thì dài, tóm lại m ko thích Tiki mấy v.đề._x000D_
1. Đơn hàng thanh toán trước chắc chắn bên Vận chuyển Tiki sẽ cho khách leo cây, vậy nên lần tới nhận hàng giao tiền cho có quyền, cái này m ngu thì thôi m đã ngoan rồi._x000D_
2. Bên vận chuyển lươn lẹo om hàng của khách tại kho nhận 3 ngày, hứa hẹn 3 lần ko giao nổi (có thể bên VC nó ghét Shop, nó muốn đơn hàng quay về kho bán)._x000D_
3. Câp nhật lịch trình đơn hàng lươn leo, để cho khách bất lợi. 18h53 ngày 10/9 giao ko thành công mà cập nhật 8h02 ngày 11/9 hàng mới đến kho. (Vậy là đi giao hàng trước khi hàng về à?)._x000D_
4. NV giao hàng cài bẫy nháy máy ngoài giờ giao hàng rồi đổ lỗi ko giao đc cho khách, mặc dù khách gọi cả chục lần lại nhưng NV giao hàng ko thèm nghe máy. Tổng cộng 3 lần giao ko thanh công nó ghi lỗi khách hàng (mặc dù khách rất muốn nhận hàng). Ae cần cẩn thận, nó nháy máy xong nó chụp lại làm bằng chứng là khách ko nghe máy._x000D_
5. Hỗ trợ chát với khách chỉ đc 1 chiều khách hỏi, còn xử lý đc hay ko thì ko báo lại (rõ ràng m có để SDT và Gmail), nói chuyện như robot. Hứa hẹn chung chung, làm cho khách hiểu nhầm là vấn đề đc xử lý._x000D_
6. Đến lúc m nhắn mail đầy đủ nội dung và bằng chứng thì Tiki mới chịu quan tâm đến vấn đề của khách (rõ ràng cả hệ thống Tiki có làm tốt nhưng 1 nv nó lừa khách hàng thì cũng vứt)._x000D_
7. Cho dù cả hệ thống Tiki làm tốt nhưng lẫn 1 NV lươn lẹo thì kết quả cũng hỏng hết._x000D_
Vẫn còn may là hàng chất lượng ok trong tầm giá 1,6tr. Qua đó m tặng Shop 5 sao và Dịch vụ Tiki 1 sao an ủi. Cảm ơn ai đó đã đọc hết. Tôi thề: ko nói sai bất kỳ câu nào.",,1,0,
932,Đặt màu đen kèm cover nhưng nhận máy xanh denim không có cover,0,,,
933,"Đã mua, không có ốc mắc các mảnh. 
Cho mình hỏi là ốc bao nhiêu phân để mình ra ngoài mua.
Hoặc là mình hoàn trả.",0,,,
934,"Hdd mới mua mà chạy đã kêu cạch cạch như sắp hỏng nghe mà xót cả ruột, kiểu này không biết nó sẽ chết lúc nào. Đang có việc cần gấp nên đành nhận hàng dùng chứ không thì không bao giờ mình chấp nhận tình trạng hàng hóa kiểu này🤔",0,,,
935,Sách mình đang đọc đến gần cuối thì thấy giấy sắp rơi ra đến nơi ☹️☹️☹️,0,,,
936,"Đầu không đọc đĩa, báo please insert disc, mặc dù đã cắm usb 3.0 và thay nhiều đĩa",0,,,
937,"sách không hề có bao bọc, gãy góc tất cả. Đơn vị bán hàng này làm vậy coi được không? có tôn trọng sách và người mua không? rất thất vọng vì dịch vụ tệ như vậy",0,,,
938,hàng về đúng mẫu nhưng 1 đầu tip bị mòn một chút :(,0,,,
939,"Sản phẩm quá đểu, về ko dùng đc. Đổi trả mà ko thấy ai đến nhận",0,,,
940,Bình thường trà không sạch,0,,,
941,"Dép hơi nhỏ so với size chân, order đôi màu hồng 36 mà nhìn cũ. Nếu mua thì mua rộng hơn 1 size sẽ thoải mái hơn",0,,,
942,Không vảo được đây làm thế nào được,0,,,
943,"Trang sách bị đóng sai thứ tự và xếp ngược từ trang 48 tới 53. Cụ thể thứ tự trong sách 48 -> 52 ->  51-> 50 -> 49 -> 53. _x000D_
Trang 52, 51, 50, 49 bị đóng ngược",0,,,
944,"Sản phẩm dùng ngày đầu tiên ổn định, đóng gói bình thường.
Đánh giá 1 sao cho chính Tiki Trading, đơn vị phân phối sản phẩm. Ngày đặt hàng và thanh toán trước là 01/11, ngày cam kết giao hàng là 15/11, đến ngày 20/11 mới bắt đầu xử lý đơn hàng, và ngày 22/11 nhận được hàng. 2 lần nhận phàn nàn vào ngày 17/11 và 20/11, Tiki chỉ có trả lời bằng email với lời xin lỗi sáo rỗng. Một giao dịch thương mại bị vi phạm cam kết, nhưng Tiki đã cho khách hàng thấy ""uy tín"" của mình và ko có bất kỳ hành động nghiêm túc để bồi thường việc vi phạm của mình.
Lần cuối cùng comment ở đây, và app Tiki sẽ được xóa ngay comment này.",,0,,
945,"làm ăn nqq, đổi trầm hương 2 lần, lần nào cũng df. sau đó bảo hết hàng chỉ rf tiền. trong khi đó bản đặc biệt biết tìm đâu ra, k giải quyết triệt để cho khách hàng. từ lúc đổi đvvc 10 đơn hết 9 đơn df. Còn 1 đơn nguyện lấy giang sơn làm sính lẽ bản đb cũng df 2l r. giờ t chỉ cần nhận quyển đó, t cạch mặt từ đây.",0,0,,
946,"tác phẩm k hay như tin đồn. Hân Nhiên hay viết theo lối cố tỏ ra gay cấn cho người đọc tò mò nhưng văn phong bình thường_x000D_
Tiki luôn đóng gói cẩn thận, giao hàng đúng hẹn",0,,1,1
947,"Nhanh, gọn , đóng gói cẩn thận 
Sản phẩm giống mô tả chất lượng",1,,1,1
948,Ko dùng được. Chất lượng kém,0,,,
949,Sách đóng bị ngược trang.,0,,,
950,mua con gà bán con vịt. mờ như đèn ngủ,0,0,,
951,"Lừa đảo, đăng hình 1 đăng giao 1 nẻo. Đăng hình tplink, giao hãng khác",,0,,
952,SG bien hoà mà giao hàng quá lâu 2 tuần,,,0,
953,"Date sản xuất tuần 42 năm 2016 (khá cũ), Lắp vào nhận đủ dung lượng, sản phẩm (China) về ngoại quan có khác biệt so với ram zin (Korea) theo máy Dell mình đang dùng, chất lượng phải dùng thời gian mới biết được",0,,,
954,Tại sao ns tặng áo mà ko có,,0,,
955,"Mình đặt Tikinow nên giao nhanh
Nhận xét về sản phẩm
- Hàng mới nguyên seal tem box là của phammemchinhhang
- Adapter là phiên bản màu đen, mình cứ nghĩ là sẽ nhận đc màu trắng thì sẽ đẹp hơn
- sản phẩm ko có tem bảo hành, chả biết sau này hư lỗi thì dựa vào gì để bảo hành nữa. Mình có đặt câu hỏi về bảo hành cho Tiki, mà quá trình duyệt và trả lời của Tiki quá lâu nên mình viết đánh giá lên này luôn
- Chất lượng thì tuyệt vời, nhà mình 2,5 tầng, đặt 3 node cover toàn bộ k góc chết, đặt ở chế độ AP, nói chung sản phẩm rất đáng mua và tốt cho nhà nào nhiều tầng nhiều tường, thự roaming rất tuyệt vời",1,0,,
