id,title,content,rating
,Không hài lòng,Mình vừa nhận máy. Nhưng cài đặt từ sáng đến giờ bị như này thì xử lý ntn ạ? K tắt nguồn được luôn,2
,Cực kì hài lòng,ok tuyệt đối 👌ngon lành,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"tốt, giao nhanh, tự activate , check trên web, hàng chuẩn",5
,Hài lòng,nhận hàng nhanh. nghe mọi người nói được tặng cục xạc mình cũng tưởng có mà ko thấy. giờ kích hoạt xong hết pin.,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng chính hãng giá tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng đẹp, chuẩn, nguyên seal của Apple lẫn seal của tiki. Kèm cốc sạc 400k. Giao hàng nhanh gọn. Hài lòng.",5
,Cực kì hài lòng,chưa phát sinh vấn đề nào,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Chất lượng tốt cả việc giao hàng lẫn mặt hàng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, sản phẩm chính hãng chất lượng",5
,Cực kì hài lòng,"giao cực nhanh,giá tốt",5
,Cực kì hài lòng,Hàng chính hãng ok,5
,Cực kì hài lòng,,5
,Hài lòng,Sản phẩm ok đúng như mô tả.,5
,Cực kì hài lòng,"Giao hàng nhanh, máy mới chưa kích hoạt đúng mã vna, đc giảm 2tr thẻ hsbc còn 22tr mua chính hãng quá rẻ",5
,Cực kì hài lòng,Sp tot,5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,Giao nhanh sp dùng tốt,5
,Cực kì hài lòng,Hàng chuẩn,5
,Hài lòng,,4
,Cực kì hài lòng,"Hàng chính hãng, nguyên seal, không có gì phải phàn nàn.",5
,Cực kì hài lòng,"Xài tốt, màn hình đẹp hơn 11 pro, pin cũng ổn không tệ lắm, sạc nhanh hơn đời trước. Được Tiki tặng cho cục sạc Anker rất nhỏ gọn.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,Giao hàng ok,5
,Cực kì hài lòng,Mua ở Tiki nên an tâm chất lượng hoàn toàn. Rate 5 sao vì Ship quá nhanh dù mùa dịch.,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Xinh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Màu thích, tuy giao hàng hơi chậm nhưng giá rẻ nhất ?",5
,Cực kì hài lòng,Toẹt,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,"Tiki Giao hàng chuẩn, bọc kĩ càng",5
,Không hài lòng,"Điện thoại vừa mua lúc trưa, set up ban đầu mất hơn 4 tiếng ở tình trạng treo và xoay vòng ntn",2
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng chính hãng,5
,Cực kì hài lòng,Giao hàng nhanh,5
,Cực kì hài lòng,Giao hàng nhanh. Hàng nhập khẩu chính hãng. Hàng nguyên seal.,5
,Cực kì hài lòng,"Giao nhanh
Tem rõ ràng
Sản phẩm văn chính hãng, chất lượng",5
,Cực kì hài lòng,"Đóng gói an toàn, sản phẩm mới. Chất lượng tốt, chụp hình đẹp, pin đủ sử dụng.",5
,Cực kì hài lòng,Good product,5
,Rất không hài lòng,1 sao cho chất lượng phục vụ. Đặt hàng từ 10/11 nhưng lại giao hành sau người đặt từ 28/11,1
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giá tốt. Máy chính hãng VNA,5
,Cực kì hài lòng,IP thì khỏi chê rồi. Mua lúc sale 8/8 nên giá rất tốt (18.2tr).,5
,Cực kì hài lòng,dùng thích,5
,Cực kì hài lòng,"Hàng nguyên tem, giá tốt",5
,Hài lòng,"Giao quá nhanh, sản phẩm chính hãng",4
,Cực kì hài lòng,"tất cả mọi thứ đều 5*: chất lượng Ip khỏi bàn, nv giao hàng dễ thương, tg nhanh chóng",5
,Cực kì hài lòng,hàng chính hãng fullbox nguyên seal chất lượng như mô tả,5
,Cực kì hài lòng,Giao nhanh,5
,Cực kì hài lòng,"đt tốt, đóng gói giao cẩn thận",5
,Cực kì hài lòng,"Mua Tiki Trading hàng apple nhiều rồi nên ko lo gì về xuất xứ, chính hãng các thứ. Review trực tiếp về em nó thì nhẹ, chup a15 mạnh mẽ dư sức chiến game max cấu hình, mượt, nhỏ nhỏ dễ thương, tiện mang đi ra ngoài, du lịch, mặc dù m vẫn thích kiểu mini hơn nữa cho tiện chơi game, loa to rõ. Nói chung thì tiền nào của nấy, giá trên chời là điểm yếu duy nhất của em nó là giá mà thôi :"">",5
,Cực kì hài lòng,Hàng ngon. Giá mềm nhất thì trường. Đập hộp nguyên seal. Giá máy Apple ở VN rẻ hơn Hàn Quốc.  Tính mua để tặng sinh nhật người yêu cũ mà thấy ngon quá dùng luôn.,5
,Cực kì hài lòng,"Nhỏ gọn nhưng cực mạnh và ổn định! Tiki giao hàng nhanh chóng, giá tốt, chất lượng máy rất ổn. Sẽ tiếp tục mua đồ công nghệ trên Tiki nếu giá tốt hơn ngoài cửa hàng!",5
,Cực kì hài lòng,"Hàng chính hãng Apple phân phối, đập hộp nguyên seal. Kích thước 8.3 phù hợp với các tác vụ văn phòng cơ bản nhỏ gọn. Nếu ai cần tablet màn hình to thì không nên mua nhé.",5
,Cực kì hài lòng,"Đồ của apple thì khỏi bàn, cái cần bàn là chính sách bảo hành. Tiki hỗ trợ rất tốt nhé, mình toàn mua đồ apple trên Tiki, đảm bảo có hàng chính hãng và chế độ support tốt",5
,Cực kì hài lòng,Mua đợt đang khan hàng nhưng vẫn chớp được giá tốt. Hàng chính hãng giao cực nhanh chỉ sau 1 đêm. Đóng gói cẩn thận đẹp đẽ chu đáo.,5
,Cực kì hài lòng,Tin tưởng mua tiki trading. Giao hàng nhanh và đến nay dùng chưa có vấn đề gì,5
,Cực kì hài lòng,"Độ phân giải tốt, dung lượng pin hơi ít",5
,Rất không hài lòng,"Sau 5 ngày mua hàng, Tôi vẫn chưa nhận được hóa đơn điện tử. Trong portal quản lý đơn hàng cũng không thấy cập nhật hóa đơn điện tử như thông tin từ tổng đài viên của Tiki đã hỗ trợ.",1
,Cực kì hài lòng,"Đóng gói cẩn thận, chất lượng máy tốt.",5
,Rất không hài lòng,"Máy dùng được một thời gian bị sọc màn hình, tắt 1 lúc bấm lên lại bị",1
,Cực kì hài lòng,"Máy đẹp, cảm ứng mượt, nhanh, cầm chắc tay, mình k để ý khối lượng nhưng cầm cảm giác nhẹ hơn mini4 & 5.",5
,Cực kì hài lòng,"Giao hàng nhanh chóng hàng còn seal gọn đẹp rất ưng, màu grey xám. Đóng gói chắc chắn",5
,Cực kì hài lòng,"Màu đẹp xỉu, xài dc 1 ngày thì ko vấn đề gì 💜 Cơ mà chưa biết active bảo hành online như nào, ko quá nhỏ vừa tay và siêu nhẹ",5
,Cực kì hài lòng,máy đẹp,5
,Cực kì hài lòng,Tuyệt zời nhé. Nhẹ nhàng gọn gàn,5
,Cực kì hài lòng,"Sp thì khỏi bàn rồi, ngon, đẹp. Giao hàng thì siêu nhanh.",5
,Cực kì hài lòng,"đẹp, gói hàng cẩn thận,",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Rất hài lòng, sản phẩm giống như quảng cáo, sẽ ủng hộ shop tiếp",5
,Cực kì hài lòng,"Mua Tiki Trading hàng apple nhiều rồi nên ko lo gì về xuất xứ, chính hãng các thứ. Review trực tiếp về em nó thì nhẹ, chup a15 mạnh mẽ dư sức chiến game max cấu hình, mượt, nhỏ nhỏ dễ thương, tiện mang đi ra ngoài, du lịch, mặc dù m vẫn thích kiểu mini hơn nữa cho tiện chơi game, loa to rõ. Nói chung thì tiền nào của nấy, giá trên chời là điểm yếu duy nhất của em nó là giá mà thôi :"">",5
,Cực kì hài lòng,Hàng ngon. Giá mềm nhất thì trường. Đập hộp nguyên seal. Giá máy Apple ở VN rẻ hơn Hàn Quốc.  Tính mua để tặng sinh nhật người yêu cũ mà thấy ngon quá dùng luôn.,5
,Cực kì hài lòng,"Nhỏ gọn nhưng cực mạnh và ổn định! Tiki giao hàng nhanh chóng, giá tốt, chất lượng máy rất ổn. Sẽ tiếp tục mua đồ công nghệ trên Tiki nếu giá tốt hơn ngoài cửa hàng!",5
,Cực kì hài lòng,"Hàng chính hãng Apple phân phối, đập hộp nguyên seal. Kích thước 8.3 phù hợp với các tác vụ văn phòng cơ bản nhỏ gọn. Nếu ai cần tablet màn hình to thì không nên mua nhé.",5
,Cực kì hài lòng,"Đồ của apple thì khỏi bàn, cái cần bàn là chính sách bảo hành. Tiki hỗ trợ rất tốt nhé, mình toàn mua đồ apple trên Tiki, đảm bảo có hàng chính hãng và chế độ support tốt",5
,Cực kì hài lòng,Mua đợt đang khan hàng nhưng vẫn chớp được giá tốt. Hàng chính hãng giao cực nhanh chỉ sau 1 đêm. Đóng gói cẩn thận đẹp đẽ chu đáo.,5
,Cực kì hài lòng,Tin tưởng mua tiki trading. Giao hàng nhanh và đến nay dùng chưa có vấn đề gì,5
,Cực kì hài lòng,"Độ phân giải tốt, dung lượng pin hơi ít",5
,Rất không hài lòng,"Sau 5 ngày mua hàng, Tôi vẫn chưa nhận được hóa đơn điện tử. Trong portal quản lý đơn hàng cũng không thấy cập nhật hóa đơn điện tử như thông tin từ tổng đài viên của Tiki đã hỗ trợ.",1
,Cực kì hài lòng,"Đóng gói cẩn thận, chất lượng máy tốt.",5
,Rất không hài lòng,"Máy dùng được một thời gian bị sọc màn hình, tắt 1 lúc bấm lên lại bị",1
,Cực kì hài lòng,"Máy đẹp, cảm ứng mượt, nhanh, cầm chắc tay, mình k để ý khối lượng nhưng cầm cảm giác nhẹ hơn mini4 & 5.",5
,Cực kì hài lòng,"Giao hàng nhanh chóng hàng còn seal gọn đẹp rất ưng, màu grey xám. Đóng gói chắc chắn",5
,Cực kì hài lòng,"Màu đẹp xỉu, xài dc 1 ngày thì ko vấn đề gì 💜 Cơ mà chưa biết active bảo hành online như nào, ko quá nhỏ vừa tay và siêu nhẹ",5
,Cực kì hài lòng,máy đẹp,5
,Cực kì hài lòng,Tuyệt zời nhé. Nhẹ nhàng gọn gàn,5
,Cực kì hài lòng,"Sp thì khỏi bàn rồi, ngon, đẹp. Giao hàng thì siêu nhanh.",5
,Cực kì hài lòng,"đẹp, gói hàng cẩn thận,",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Rất hài lòng, sản phẩm giống như quảng cáo, sẽ ủng hộ shop tiếp",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, đóng gỏi kỹ, hàng Apple thì khỏi bàn rồi, dòng Ipad Mini 5 này chất liệu nhìn đẹp và nhẹ hơn mấy dòng trước, màu tím nhìn hơi tối nhưng lạ",5
,Cực kì hài lòng,Tuyệt vời ko có gì để chê,5
,Cực kì hài lòng,✨👍,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"dùng oke, còn nguyên seal, giao hàng hơi lâu. Bảo hành đc kích hoạt ngay khi khởi động máy. Lần đầu mua hàng đắt trên tiki nhưng hài lòng ạ",5
,Cực kì hài lòng,"Hàng chính hãng, chất lượng, giá tốt. Mua tại Tiki luôn yên tâm rồi",5
,Cực kì hài lòng,"Giao hàng siêu nhanh, gói hàng siêu cẩn thận, nhân viên giao hàng siêu ân cần. Đáng giá 5 sao ạ.",5
,Cực kì hài lòng,Cho hỏi mình đã điền thông tin xuất hoá đơn nhưng chưa thấy hoá đơn trả về trong gmail,5
,Cực kì hài lòng,"Tiki giao hàng nhanh đúng hẹn, hàng còn zin 100%",5
,Cực kì hài lòng,"Hàng tốt ok , máy mượt",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Đẹp, mượt, nhỏ nhẹ",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Rất không hài lòng,Mua hôm nay 15/5 mà bảo hành giới hạn tới 29/3/2022 là sao? Vậy cũng giao cho khách?,1
,Cực kì hài lòng,"giao hàng nhanh. máy nhẹ lắm , màu này cũng rất đẹp , hoàn toàn yên tâm hàng tiki trading",5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,máy giao nhanh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Như mong đợi. Bảo hành kích hoạt ngay khi mở máy. 10 điểm. Tiki Now giao hàng nhanh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng ZA nhưng có hoá đơn điện tử nên cũng ko lo mấy, giao nhanh",5
,Cực kì hài lòng,"Wifi tốt, nói chung hàng trái táo thì ok rồi",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Tiki giao hàng nhanh, chất lượng sp thì rất okie nha. Mình toàn là mua hàng điện tử trên tiki thôi.",5
,Cực kì hài lòng,Tiki giao hàng siêu nhanh. Sản phẩm được đóng gói kỹ càng. Cho đến giờ thì dùng tốt.,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Đẹp pin hơi hẻo,5
,Cực kì hài lòng,Sản phẩm chính hãng tốt,5
,Cực kì hài lòng,Hàng chính hãng nguyên seal đóng gói cẩn thận giao nhanh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"mây nhỏ gọn nhưng vẫn mạnh,pin trâu,tiki đóng gói chắc chắn",5
,Cực kì hài lòng,Nguyên seal chất lượng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy xịn đẹp, cầm phát êm tay liền",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"hàng chính hãng, giao nhanh",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy tốt, nhỏ, nhẹ.
Phù hợp để đọc sách, truyện online",5
,Cực kì hài lòng,"Sản phẩm tốt giá cực kì hợp lý, cầm đầm tay nhỏ gọn",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,giao hàng rất nhắn..shop Phục vụ rất tốt,5
,Cực kì hài lòng,"giao hàng siêu tốc, bọc hàng cẩn thận",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tuyệt vời,5
,Cực kì hài lòng,Máy hoạt động tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ổn,5
,Cực kì hài lòng,Hàng tốt,5
,Hài lòng,Ok,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,toi chua nhan duoc hoa don hay phieu bao hanh tu nguoi ban,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, chất lượng tốt hàng Singapore",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Xịn,5
,Cực kì hài lòng,Đã nhận hàng đẹp,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Nguyên seal. Giao hàng nhanh. Đóng gói ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ggggg,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"giao siêu nhanh, 30p là có.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Chất lượng tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"quá đẹp, nhẹ, xài ổn định",5
,Cực kì hài lòng,Ok .làm biếng chụp. Pin pin,5
,Cực kì hài lòng,Rất tôt,5
,Cực kì hài lòng,Nguyen seal,5
,Cực kì hài lòng,Okie,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tuyệt vời,5
,Cực kì hài lòng,"Giao sớm hơn 1 ngày. Hàng chính hang, triệu like",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao nhanh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ok,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Good,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Quá ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tuyệt đỉnh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Không hài lòng,"(*) Đánh giá không tính điểm
Biết là tiki ship hàng nhanh nhưng mà vỏ ngoài thì bị đè nát đến móp vỏ ở trong
Hiện tại máy chưa bị gì. Nhưng hi vọng không ảnh hưởng gì bên trong máy. 
Mong tiki khắc phục và hỗ trợ bảo hành nếu có vấn đề gì",2
,Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận. Sản phẩm đúng như thông tin đăng bán.",5
,Cực kì hài lòng,"giao hàng nhanh ,máy đẹp ,nge rõ ,xuất hóa đơn nhanh",5
,Hài lòng,Ok Tốt . Có điều muốn liên lạc bảo hành ko có số dt của shop . Các shop uy tín luôn có sdt cả .,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hình thức đẹp, âm thanh to rõ, độ bền cần thời gian để đánh giá.",5
,Cực kì hài lòng,"Shop lì xì nữa, bất ngờ quá. Máy đẹp như hình :)",5
,Cực kì hài lòng,"giao hàng nhanh, đúng mã sản phẩm",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,sản phẩm tốt. đã dùng hàng bên này.,5
,Bình thường,Ko hai long dân phẩm thiếu chất lương,3
,Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận, hàng đẹp như quang cáo, chính hãng, cho shop 5 sao, sẽ ủng hộ tiếp",5
,Cực kì hài lòng,"Đúng hàng chính hãng, nhập khẩu Malaysia, có xuất hoá đơn VAT.",5
